Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Age-group,Total Persons,Total Males,Total Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational level - Literate without educational level - Persons,Educational level - Literate without educational level - Males,Educational level - Literate without educational level - Females,Educational level - Below Primary - Persons,Educational level - Below Primary - Males,Educational level - Below Primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Persons,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Males,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females,Educational level - Unclassified - Persons,Educational level - Unclassified - Males,Educational level - Unclassified - Females
C2308,28,0,State - ANDHRA PRADESH,Rural,35-39,4246358,2064444,2181914,2137868,766610,1371258,2108490,1297834,810656,185831,109177,76654,241823,119742,122081,689979,364205,325774,179956,111760,68196,414391,288180,126211,175506,132237,43269,2165,1801,364,29154,27061,2093,177114,135762,41352,12571,7909,4662
C2308,28,0,State - ANDHRA PRADESH,Rural,40-44,3540901,1819821,1721080,2061415,843896,1217519,1479486,975925,503561,137440,85926,51514,202433,113966,88467,503199,294504,208695,109459,71962,37497,255437,190324,65113,118570,94613,23957,1384,1192,192,18602,17201,1401,123055,99604,23451,9907,6633,3274
C2308,28,0,State - ANDHRA PRADESH,Rural,45-49,3067300,1549594,1517706,1948160,806340,1141820,1119140,743254,375886,109707,68437,41270,179465,105098,74367,424327,256904,167423,75307,49808,25499,155652,117988,37664,74178,60958,13220,793,659,134,11194,10301,893,80667,67893,12774,7850,5208,2642
C2308,28,0,State - ANDHRA PRADESH,Rural,50-54,2441460,1229218,1212242,1646077,689029,957048,795383,540189,255194,81285,51455,29830,135504,82491,53013,321122,205302,115820,56443,38680,17763,102432,80049,22383,42476,35190,7286,510,413,97,5350,4811,539,44287,37827,6460,5974,3971,2003
C2308,28,0,State - ANDHRA PRADESH,Rural,55-59,1975179,878394,1096785,1375181,484694,890487,599998,393700,206298,63325,37493,25832,104986,59663,45323,242347,147303,95044,44957,31345,13612,66514,52633,13881,38558,32048,6510,433,363,70,3197,2781,416,30961,27156,3805,4720,2915,1805
C2308,28,0,State - ANDHRA PRADESH,Rural,60-64,2342553,1066864,1275689,1762588,672262,1090326,579965,394602,185363,68020,41169,26851,116409,71480,44929,240128,154568,85560,39560,28542,11018,44147,36937,7210,41150,36002,5148,480,396,84,2663,2200,463,21815,19762,2053,5593,3546,2047
C2308,28,0,State - ANDHRA PRADESH,Rural,65-69,1624701,774178,850523,1230154,493352,736802,394547,280826,113721,47191,29586,17605,84797,56900,27897,164775,113903,50872,25683,19503,6180,26017,21603,4414,28156,24219,3937,274,232,42,2187,1865,322,11518,10476,1042,3949,2539,1410
C2308,28,0,State - ANDHRA PRADESH,Rural,70-74,1148018,573247,574771,900757,389482,511275,247261,183765,63496,31847,20605,11242,54492,39337,15155,100928,73074,27854,15441,12134,3307,14963,12868,2095,17801,15941,1860,158,137,21,1310,1092,218,7436,6719,717,2885,1858,1027
C2308,28,0,State - ANDHRA PRADESH,Rural,75-79,460041,224296,235745,349146,143226,205920,110895,81070,29825,14174,9080,5094,24958,17850,7108,45305,31896,13409,7021,5493,1528,6381,5411,970,7695,6899,796,108,93,15,606,514,92,3365,3029,336,1282,805,477
C2308,28,0,State - ANDHRA PRADESH,Rural,80+,532778,234293,298485,409790,151159,258631,122988,83134,39854,17913,10504,7409,25869,17644,8225,47982,32088,15894,8465,5982,2483,9081,6532,2549,7095,5558,1537,118,96,22,686,567,119,4228,3234,994,1551,929,622
C2308,28,0,State - ANDHRA PRADESH,Rural,Age not stated,401438,201614,199824,161135,64024,97111,240303,137590,102713,68832,40472,28360,35671,18577,17094,47835,25080,22755,19288,10747,8541,26719,15652,11067,20258,12519,7739,247,187,60,2008,1573,435,15855,10704,5151,3590,2079,1511
C2308,28,0,State - ANDHRA PRADESH,Urban,All ages,28219075,14198905,14020170,8013380,3343262,4670118,20205695,10855643,9350052,1285378,675584,609794,2153081,1092373,1060708,4291801,2055461,2236340,1900389,953822,946567,3497517,1840855,1656662,2825133,1549400,1275733,69579,52927,16652,352339,289919,62420,3655662,2250168,1405494,174816,95134,79682
C2308,28,0,State - ANDHRA PRADESH,Urban,0-6,2990780,1545662,1445118,2990780,1545662,1445118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,28,0,State - ANDHRA PRADESH,Urban,7,475565,245774,229791,106441,54607,51834,369124,191167,177957,11068,6488,4580,354070,182518,171552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3986,2161,1825
C2308,28,0,State - ANDHRA PRADESH,Urban,8,465033,238814,226219,50480,25347,25133,414553,213467,201086,9090,5212,3878,401925,206417,195508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3538,1838,1700
C2308,28,0,State - ANDHRA PRADESH,Urban,9,468792,241337,227455,34049,16931,17118,434743,224406,210337,9052,5258,3794,341179,178175,163004,81126,39153,41973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3386,1820,1566
C2308,28,0,State - ANDHRA PRADESH,Urban,10,568812,294368,274444,37259,18506,18753,531553,275862,255691,11582,6634,4948,251247,136988,114259,264776,130090,134686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3948,2150,1798
C2308,28,0,State - ANDHRA PRADESH,Urban,11,517015,263474,253541,25359,12029,13330,491656,251445,240211,9784,5622,4162,98162,56024,42138,380002,187763,192239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3708,2036,1672
C2308,28,0,State - ANDHRA PRADESH,Urban,12,526091,268393,257698,24195,11468,12727,501896,256925,244971,10257,5908,4349,39544,23730,15814,352262,180409,171853,96232,44912,51320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601,1966,1635
C2308,28,0,State - ANDHRA PRADESH,Urban,13,505919,257302,248617,21398,9819,11579,484521,247483,237038,9542,5426,4116,17166,10108,7058,211570,113374,98196,242905,116787,126118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3338,1788,1550
C2308,28,0,State - ANDHRA PRADESH,Urban,14,518356,265487,252869,23858,11240,12618,494498,254247,240251,10858,6098,4760,10858,6105,4753,98884,55340,43544,370310,184780,185530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3588,1924,1664
C2308,28,0,State - ANDHRA PRADESH,Urban,15,547374,282912,264462,29501,14110,15391,517873,268802,249071,12899,7399,5500,9943,5664,4279,59558,33400,26158,173161,94069,79092,258106,125968,132138,0,0,0,0,0,0,0,0,0,0,0,0,4206,2302,1904
C2308,28,0,State - ANDHRA PRADESH,Urban,16,544266,279823,264443,28395,13315,15080,515871,266508,249363,14610,8078,6532,8916,5002,3914,45978,25124,20854,75130,42761,32369,364976,182050,182926,0,0,0,0,0,0,0,0,0,0,0,0,6261,3493,2768
C2308,28,0,State - ANDHRA PRADESH,Urban,17,523275,270412,252863,28621,13479,15142,494654,256933,237721,16109,8861,7248,8752,4953,3799,43522,22816,20706,38625,22206,16419,380902,194393,186509,0,0,0,0,0,0,0,0,0,0,0,0,6744,3704,3040
C2308,28,0,State - ANDHRA PRADESH,Urban,18,606903,301342,305561,45190,18816,26374,561713,282526,279187,22169,11339,10830,11152,5948,5204,60736,29477,31259,37475,19610,17865,81652,38125,43527,321565,160561,161004,3235,2101,1134,17973,12295,5678,0,0,0,5756,3070,2686
C2308,28,0,State - ANDHRA PRADESH,Urban,19,537860,261825,276035,40937,15730,25207,496923,246095,250828,22004,10759,11245,9429,4724,4705,53978,25186,28792,28705,14371,14334,68239,29879,38360,289744,144877,144867,2496,1678,818,17618,12171,5447,0,0,0,4710,2450,2260
C2308,28,0,State - ANDHRA PRADESH,Urban,20-24,2868817,1373027,1495790,307461,111229,196232,2561356,1261798,1299558,139994,66612,73382,55817,26000,29817,348345,156600,191745,146276,71037,75239,399313,177168,222145,652526,325202,327324,10415,7224,3191,71583,52284,19299,716323,369089,347234,20764,10582,10182
C2308,28,0,State - ANDHRA PRADESH,Urban,25-29,2803455,1356745,1446710,429942,150984,278958,2373513,1205761,1167752,179964,89423,90541,65558,27576,37982,393357,173793,219564,141123,67731,73392,434391,212048,222343,317320,156783,160537,8572,6087,2485,48689,39247,9442,766848,423813,343035,17691,9260,8431
C2308,28,0,State - ANDHRA PRADESH,Urban,30-34,2350752,1193492,1157260,437776,157565,280211,1912976,1035927,877049,147499,76781,70718,60944,25986,34958,336794,152402,184392,114232,56030,58202,367794,196602,171192,259937,139990,119947,8921,6782,2139,46067,40088,5979,556581,333437,223144,14207,7829,6378
C2308,28,0,State - ANDHRA PRADESH,Urban,35-39,2260981,1134068,1126913,545211,186048,359163,1715770,948020,767750,139874,72674,67200,67554,28679,38875,335546,149907,185639,103152,49792,53360,336609,188856,147753,239014,137489,101525,8926,6866,2060,41718,36922,4796,430600,269561,161039,12777,7274,5503
C2308,28,0,State - ANDHRA PRADESH,Urban,40-44,1858572,974577,883995,517416,191675,325741,1341156,782902,558254,110403,60552,49851,60621,27516,33105,270833,127699,143134,75745,37973,37772,241998,143523,98475,187830,114249,73581,7175,5909,1266,34318,30957,3361,341967,228597,113370,10266,5927,4339
C2308,28,0,State - ANDHRA PRADESH,Urban,45-49,1589969,825039,764930,501654,182661,318993,1088315,642378,445937,91174,49974,41200,58965,27102,31863,249504,117491,132013,62918,30918,32000,181357,109056,72301,139148,87442,51706,5133,4253,880,24236,21932,2304,267316,189294,78022,8564,4916,3648
C2308,28,0,State - ANDHRA PRADESH,Urban,50-54,1215926,633365,582561,410364,148533,261831,805562,484832,320730,68854,38257,30597,47500,22264,25236,194183,93940,100243,52487,26997,25490,136402,85170,51232,100767,64853,35914,3741,3078,663,15352,13887,1465,179512,132456,47056,6764,3930,2834
C2308,28,0,State - ANDHRA PRADESH,Urban,55-59,934419,472145,462274,322204,102233,219971,612215,369912,242303,52055,28220,23835,37712,16392,21320,145866,67255,78611,42298,21732,20566,89509,56944,32565,89025,58633,30392,3029,2428,601,11063,9964,1099,136103,105256,30847,5555,3088,2467
C2308,28,0,State - ANDHRA PRADESH,Urban,60-64,857284,418900,438384,360136,112977,247159,497148,305923,191225,45857,24447,21410,39076,17637,21439,129982,61718,68264,35030,18449,16581,54660,36804,17856,80553,57553,23000,2818,2332,486,8392,7243,1149,95182,76602,18580,5598,3138,2460
C2308,28,0,State - ANDHRA PRADESH,Urban,65-69,543153,260182,282971,239484,73735,165749,303669,186447,117222,29239,15395,13844,27817,12845,14972,83940,39991,43949,21056,11155,9901,30743,20890,9853,50319,36986,13333,1990,1713,277,5688,4974,714,49104,40374,8730,3773,2124,1649
C2308,28,0,State - ANDHRA PRADESH,Urban,70-74,371340,179496,191844,178705,57311,121394,192635,122185,70450,20007,10465,9542,18769,9181,9588,52971,26676,26295,12858,6949,5909,18751,13514,5237,31471,24366,7105,992,812,180,3145,2686,459,30928,26022,4906,2743,1514,1229
C2308,28,0,State - ANDHRA PRADESH,Urban,75-79,176948,83178,93770,79538,23143,56395,97410,60035,37375,10462,5301,5161,10088,4738,5350,27511,12958,14553,6327,3229,3098,8918,6324,2594,15135,11869,3266,408,333,75,1243,1075,168,15938,13499,2439,1380,709,671
C2308,28,0,State - ANDHRA PRADESH,Urban,80+,221425,91694,129731,106537,27829,78708,114888,63865,51023,14755,6984,7771,11633,5405,6228,31148,14409,16739,7528,3785,3743,12165,7535,4630,15175,10176,4999,503,380,123,1413,1137,276,18524,13069,5455,2044,985,1059
C2308,28,0,State - ANDHRA PRADESH,Urban,Age not stated,369993,186072,183921,90489,36280,54209,279504,149792,129712,66217,37417,28800,28684,14696,13988,39429,18490,20939,16816,8549,8267,31032,16006,15026,35604,18371,17233,1225,951,274,3841,3057,784,50736,29099,21637,5920,3156,2764
C2308,29,0,State - KARNATAKA,Total,All ages,61095297,30966657,30128640,20447975,8458186,11989789,40647322,22508471,18138851,2518692,1354868,1163824,6924069,3655942,3268127,9493106,4944027,4549079,5161708,2869395,2292313,5082407,2784883,2297524,6300213,3574640,2725573,206215,159259,46956,793066,610709,182357,4043647,2489209,1554438,124199,65539,58660
C2308,29,0,State - KARNATAKA,Total,0-6,7161033,3675291,3485742,7161033,3675291,3485742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,0,State - KARNATAKA,Total,7,1019047,523831,495216,212233,107367,104866,806814,416464,390350,19166,10637,8529,782385,402909,379476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5263,2918,2345
C2308,29,0,State - KARNATAKA,Total,8,1055117,540621,514496,79680,38026,41654,975437,502595,472842,14972,8360,6612,958275,493046,465229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190,1189,1001
C2308,29,0,State - KARNATAKA,Total,9,1053031,538951,514080,52477,24271,28206,1000554,514680,485874,14214,7816,6398,913282,471108,442174,71432,34873,36559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626,883,743
C2308,29,0,State - KARNATAKA,Total,10,1224051,629780,594271,72242,33478,38764,1151809,596302,555507,17832,9870,7962,790759,414973,375786,341407,170436,170971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811,1023,788
C2308,29,0,State - KARNATAKA,Total,11,1125702,575938,549764,44375,19492,24883,1081327,556446,524881,15819,8585,7234,278522,149749,128773,785488,397308,388180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,804,694
C2308,29,0,State - KARNATAKA,Total,12,1159844,596025,563819,52708,22062,30646,1107136,573963,533173,17919,9584,8335,83554,46492,37062,913900,473113,440787,90316,43994,46322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447,780,667
C2308,29,0,State - KARNATAKA,Total,13,1091404,562002,529402,43463,17818,25645,1047941,544184,503757,18026,9532,8494,32531,17441,15090,675826,357775,318051,320218,158694,161524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340,742,598
C2308,29,0,State - KARNATAKA,Total,14,1135645,591542,544103,54341,23306,31035,1081304,568236,513068,21236,11463,9773,28901,15152,13749,313684,172012,141672,716007,368823,347184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,786,690
C2308,29,0,State - KARNATAKA,Total,15,1145252,602212,543040,66945,29567,37378,1078307,572645,505662,26056,14054,12002,30004,16278,13726,146714,81171,65543,625685,337660,288025,248319,122610,125709,0,0,0,0,0,0,0,0,0,0,0,0,1529,872,657
C2308,29,0,State - KARNATAKA,Total,16,1129795,592938,536857,69249,31111,38138,1060546,561827,498719,32213,17398,14815,32976,18110,14866,123781,67675,56106,321093,183389,137704,548924,274373,274551,0,0,0,0,0,0,0,0,0,0,0,0,1559,882,677
C2308,29,0,State - KARNATAKA,Total,17,1048278,551764,496514,60130,26868,33262,988148,524896,463252,35475,18915,16560,27900,15817,12083,108887,59681,49206,150907,89253,61654,663458,340310,323148,0,0,0,0,0,0,0,0,0,0,0,0,1521,920,601
C2308,29,0,State - KARNATAKA,Total,18,1381362,724617,656745,121789,51330,70459,1259573,673287,586286,59516,31399,28117,49223,27480,21743,182467,96935,85532,164385,95681,68704,165539,84031,81508,582583,294908,287675,10460,7319,3141,42981,34143,8838,0,0,0,2419,1391,1028
C2308,29,0,State - KARNATAKA,Total,19,1122590,570517,552073,91741,33978,57763,1030849,536539,494310,53379,27092,26287,36610,19469,17141,143114,71441,71673,118710,65888,52822,122404,58874,63530,496830,248658,248172,11679,8205,3474,46058,35741,10317,0,0,0,2065,1171,894
C2308,29,0,State - KARNATAKA,Total,20-24,6052558,3109586,2942972,684094,250002,434092,5368464,2859584,2508880,336486,175706,160780,251336,133614,117722,907140,454093,453047,611528,341307,270221,672298,333391,338907,1540077,814088,725989,49470,35918,13552,214458,163783,50675,773949,400949,373000,11722,6735,4987
C2308,29,0,State - KARNATAKA,Total,25-29,5771606,2879254,2892352,980889,336956,643933,4790717,2542298,2248419,358689,185931,172758,315459,154934,160525,924405,443364,481041,555047,303732,251315,654624,341504,313120,945189,508959,436230,32482,23695,8787,122548,95091,27457,870421,478600,391821,11853,6488,5365
C2308,29,0,State - KARNATAKA,Total,30-34,4698380,2389594,2308786,1046865,364751,682114,3651515,2024843,1626672,280273,148402,131871,304657,148540,156117,712643,343832,368811,396144,224978,171166,497311,281965,215346,705711,408510,297201,27370,20674,6696,84612,66564,18048,632042,375445,256597,10752,5933,4819
C2308,29,0,State - KARNATAKA,Total,35-39,4695451,2319088,2376363,1408657,472659,935998,3286794,1846429,1440365,268482,140722,127760,365207,179152,186055,698182,334791,363391,324590,183321,141269,415625,238756,176869,614371,374779,239592,23297,18711,4586,72404,56874,15530,493215,313342,179873,11421,5981,5440
C2308,29,0,State - KARNATAKA,Total,40-44,3826712,1977768,1848944,1356826,504523,852303,2469886,1473245,996641,210951,117319,93632,327020,176270,150750,553669,291870,261799,215027,128521,86506,298582,182912,115670,418778,269025,149753,16293,13757,2536,62964,47872,15092,356566,240324,116242,10036,5375,4661
C2308,29,0,State - KARNATAKA,Total,45-49,3519782,1804833,1714949,1404354,526686,877668,2115428,1278147,837281,188420,104754,83666,323962,179283,144679,525984,288368,237616,167124,101674,65450,243309,152346,90963,317657,204377,113280,10110,8679,1431,43953,32807,11146,285557,201086,84471,9352,4773,4579
C2308,29,0,State - KARNATAKA,Total,50-54,2699270,1381969,1317301,1158471,432732,725739,1540799,949237,591562,140562,79367,61195,242068,135672,106396,387740,220717,167023,113437,70320,43117,178856,115406,63450,223981,144533,79448,6584,5652,932,28988,21098,7890,211355,152825,58530,7228,3647,3581
C2308,29,0,State - KARNATAKA,Total,55-59,2142504,1056054,1086450,946402,316568,629834,1196102,739486,456616,109235,60773,48462,196312,108049,88263,296689,166870,129819,85171,53219,31952,136991,90211,46780,171154,111492,59662,4712,4121,591,22880,16406,6474,167187,125682,41505,5771,2663,3108
C2308,29,0,State - KARNATAKA,Total,60-64,2060052,994630,1065422,1087571,374379,713192,972481,620251,352230,97310,54230,43080,188631,110080,78551,251689,149010,102679,70177,44395,25782,100423,70099,30324,120453,81599,38854,4902,4442,460,18515,13972,4543,114325,89621,24704,6056,2803,3253
C2308,29,0,State - KARNATAKA,Total,65-69,1520119,723687,796432,850686,290619,560067,669433,433068,236365,70684,39753,30931,154851,93161,61690,182019,112210,69809,49302,31572,17730,58960,42118,16842,70894,48953,21941,4008,3683,325,14745,12004,2741,58978,47360,11618,4992,2254,2738
C2308,29,0,State - KARNATAKA,Total,70-74,1061125,510419,550706,638583,226915,411668,422542,283504,139038,47961,27343,20618,97592,61621,35971,117507,76670,40837,30605,20523,10082,35744,26425,9319,41187,29339,11848,2402,2246,156,9252,7493,1759,36468,29992,6476,3824,1852,1972
C2308,29,0,State - KARNATAKA,Total,75-79,524426,249834,274592,301493,102582,198911,222933,147252,75681,24958,14097,10861,52762,32314,20448,60597,38126,22471,15838,10245,5593,19489,14564,4925,22159,16094,6065,1191,1112,79,4529,3570,959,19429,16166,3263,1981,964,1017
C2308,29,0,State - KARNATAKA,Total,80+,625310,268502,356808,388053,119458,268595,237257,149044,88213,28108,14654,13454,55427,33228,22199,62989,38991,23998,17602,10556,7046,19620,13872,5748,25209,17040,8169,1138,962,176,3718,2944,774,20835,15626,5209,2611,1171,1440
C2308,29,0,State - KARNATAKA,Total,Age not stated,45851,25410,20441,12625,5391,7234,33226,20019,13207,10750,7112,3638,3863,2000,1863,5153,2695,2458,2795,1650,1145,1931,1116,815,3980,2286,1694,117,83,34,461,347,114,3320,2191,1129,856,539,317
C2308,29,0,State - KARNATAKA,Rural,All ages,37469335,18929354,18539981,14820159,6035917,8784242,22649176,12893437,9755739,1594024,880268,713756,4719828,2535393,2184435,6052956,3241250,2811706,3241101,1866652,1374449,2665644,1517040,1148604,2943942,1814740,1129202,49418,40597,8821,320557,260000,60557,982319,694998,287321,79387,42499,36888
C2308,29,0,State - KARNATAKA,Rural,0-6,4517645,2317069,2200576,4517645,2317069,2200576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,0,State - KARNATAKA,Rural,7,631368,324548,306820,143896,72224,71672,487472,252324,235148,11644,6402,5242,472469,244059,228410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3359,1863,1496
C2308,29,0,State - KARNATAKA,Rural,8,667973,341778,326195,54434,25598,28836,613539,316180,297359,9373,5173,4200,602867,310325,292542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299,682,617
C2308,29,0,State - KARNATAKA,Rural,9,672128,343118,329010,35310,15988,19322,636818,327130,309688,8971,4836,4135,588927,303162,285765,37941,18625,19316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979,507,472
C2308,29,0,State - KARNATAKA,Rural,10,776384,398223,378161,48534,21876,26658,727850,376347,351503,11059,6026,5033,524923,273795,251128,190814,95963,94851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,563,491
C2308,29,0,State - KARNATAKA,Rural,11,710668,363973,346695,30211,12840,17371,680457,351133,329324,10028,5323,4705,185671,98533,87138,483855,246815,237040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,462,441
C2308,29,0,State - KARNATAKA,Rural,12,744498,382923,361575,38839,15613,23226,705659,367310,338349,11880,6248,5632,55777,29934,25843,589423,306829,282594,47684,23813,23871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,486,409
C2308,29,0,State - KARNATAKA,Rural,13,696674,359889,336785,31743,12492,19251,664931,347397,317534,12107,6329,5778,22282,11276,11006,449493,238380,211113,180245,90985,89260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,427,377
C2308,29,0,State - KARNATAKA,Rural,14,734251,384717,349534,40739,16869,23870,693512,367848,325664,14904,7958,6946,21312,10651,10661,217764,118450,99314,438564,230275,208289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968,514,454
C2308,29,0,State - KARNATAKA,Rural,15,741382,392971,348411,50436,21731,28705,690946,371240,319706,18663,10002,8661,22817,11871,10946,102196,55160,47036,417877,228327,189550,128418,65333,63085,0,0,0,0,0,0,0,0,0,0,0,0,975,547,428
C2308,29,0,State - KARNATAKA,Rural,16,724778,384180,340598,52794,22927,29867,671984,361253,310731,23153,12495,10658,25179,13375,11804,88306,47507,40799,224655,128981,95674,309681,158340,151341,0,0,0,0,0,0,0,0,0,0,0,0,1010,555,455
C2308,29,0,State - KARNATAKA,Rural,17,646553,346121,300432,43876,19137,24739,602677,326984,275693,24915,13323,11592,20085,11089,8996,75420,40650,34770,104593,62117,42476,376688,199202,177486,0,0,0,0,0,0,0,0,0,0,0,0,976,603,373
C2308,29,0,State - KARNATAKA,Rural,18,876891,467781,409110,92584,37924,54660,784307,429857,354450,41971,22407,19564,37395,20384,17011,129887,68414,61473,116214,68389,47825,107379,55136,52243,320388,170122,150266,4034,3011,1023,25471,21089,4382,0,0,0,1568,905,663
C2308,29,0,State - KARNATAKA,Rural,19,668660,342756,325904,67231,23802,43429,601429,318954,282475,35965,18275,17690,26702,13726,12976,98203,48386,49817,81089,45050,36039,75184,36256,38928,252744,132345,120399,4370,3252,1118,25923,20966,4957,0,0,0,1249,698,551
C2308,29,0,State - KARNATAKA,Rural,20-24,3549425,1849584,1699841,507006,178697,328309,3042419,1670887,1371532,220012,117202,102810,187152,97767,89385,615986,308116,307870,411886,233428,178458,393999,198527,195472,817413,459727,357686,17546,13919,3627,113284,90041,23243,258051,147991,110060,7090,4169,2921
C2308,29,0,State - KARNATAKA,Rural,25-29,3283508,1645487,1638021,735970,245321,490649,2547538,1400166,1147372,223002,118886,104116,236386,115707,120679,607935,293911,314024,361457,203733,157724,354110,190710,163400,472741,277298,195443,7595,6248,1347,50011,40891,9120,227251,148840,78411,7050,3942,3108
C2308,29,0,State - KARNATAKA,Rural,30-34,2657749,1332397,1325352,800340,271978,528362,1857409,1060419,796990,171080,92630,78450,228980,112219,116761,454873,221352,233521,246862,145956,100906,253662,149351,104311,322749,207679,115070,4893,4192,701,26558,21983,4575,141120,101378,39742,6632,3679,2953
C2308,29,0,State - KARNATAKA,Rural,35-39,2770958,1337639,1433319,1084713,358635,726078,1686245,979004,707241,166157,88980,77177,272444,136560,135884,432393,212227,220166,193602,115529,78073,201233,122520,78713,271641,187791,83850,4148,3718,430,21179,17338,3841,116085,90451,25634,7363,3890,3473
C2308,29,0,State - KARNATAKA,Rural,40-44,2320355,1183334,1137021,1064966,396071,668895,1255389,787263,468126,131157,75343,55814,244461,136262,108199,342019,189206,152813,122421,79194,43227,135778,91343,44435,169576,127083,42493,2828,2575,253,19162,15352,3810,81349,67324,14025,6638,3581,3057
C2308,29,0,State - KARNATAKA,Rural,45-49,2165676,1103911,1061765,1098022,417904,680118,1067654,686007,381647,117081,67926,49155,238289,138704,99585,319769,188270,131499,92702,62863,29839,107151,75600,31551,113980,87753,26227,1424,1306,118,12222,9816,2406,58788,50481,8307,6248,3288,2960
C2308,29,0,State - KARNATAKA,Rural,50-54,1665456,844160,821296,912757,347473,565284,752699,496687,256012,86303,50947,35356,176006,104817,71189,234006,145730,88276,61026,43175,17851,75029,55734,19295,71542,56160,15382,706,642,64,6819,5311,1508,36473,31706,4767,4789,2465,2324
C2308,29,0,State - KARNATAKA,Rural,55-59,1323457,636709,686748,748057,255565,492492,575400,381144,194256,66192,38397,27795,140797,83245,57552,178265,111127,67138,45049,32526,12523,55683,42661,13022,51832,41783,10049,484,443,41,5765,4656,1109,27466,24447,3019,3867,1859,2008
C2308,29,0,State - KARNATAKA,Rural,60-64,1352255,642294,709961,866982,307770,559212,485273,334524,150749,61794,35964,25830,135016,85429,49587,151531,101710,49821,36099,26952,9147,39795,32800,6995,34447,29403,5044,429,405,24,4216,3539,677,17819,16324,1495,4127,1998,2129
C2308,29,0,State - KARNATAKA,Rural,65-69,1039482,491844,547638,685139,242489,442650,354343,249355,104988,46490,27457,19033,111266,73492,37774,110838,78608,32230,25769,19574,6195,23558,19748,3810,20154,17096,3058,383,350,33,4130,3726,404,8287,7644,643,3468,1660,1808
C2308,29,0,State - KARNATAKA,Rural,70-74,736309,352315,383994,516298,190540,325758,220011,161775,58236,31345,18876,12469,68608,47954,20654,70146,53143,17003,15541,12508,3033,13382,11601,1781,10656,9312,1344,258,242,16,2933,2684,249,4486,4126,360,2656,1329,1327
C2308,29,0,State - KARNATAKA,Rural,75-79,350060,166285,183775,239516,85342,154174,110544,80943,29601,15850,9593,6257,35366,24481,10885,34145,25715,8430,7718,6149,1569,6954,6054,900,5495,4865,630,145,140,5,1513,1388,125,2071,1877,194,1287,681,606
